City,Datetime,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,Xylene,AQI,AQI_Bucket
Delhi,2023-09-25,353.6,423.9,123.3,18.7,50.8,13.8,0.75,91.7,81.4,2.2,13.29,1.63,333.1,Poor
Mumbai,2023-09-25,363.8,470.9,23.3,58.5,162.0,36.2,4.75,94.2,102.8,0.58,14.97,1.11,388.8,Severe
Chennai,2023-09-25,486.2,116.0,168.9,2.8,141.2,8.4,0.77,73.1,198.5,3.64,18.37,4.32,78.2,Satisfactory
Kolkata,2023-09-25,86.9,470.6,115.3,100.1,139.1,26.4,4.01,70.2,35.6,6.56,14.6,2.53,351.2,Severe
Bangalore,2023-09-25,437.2,217.0,133.0,86.5,230.7,19.4,8.41,20.3,111.4,1.6,27.39,8.47,372.7,Satisfactory
Delhi,2023-09-26,294.3,264.7,24.6,9.0,122.5,46.8,7.55,12.4,85.6,17.45,4.51,1.98,478.8,Poor
Mumbai,2023-09-26,289.0,383.9,189.4,97.7,204.4,20.4,9.34,67.6,58.8,10.31,21.47,5.17,74.3,Good
Chennai,2023-09-26,83.8,568.5,140.0,134.3,181.5,30.2,9.14,71.3,141.7,13.19,22.73,3.28,166.5,Satisfactory
Kolkata,2023-09-26,382.2,226.6,27.1,121.3,180.3,11.5,9.8,43.9,125.8,5.51,12.26,3.9,33.2,Moderate
Bangalore,2023-09-26,288.9,313.4,95.7,106.4,185.3,27.7,2.77,85.5,98.6,6.66,1.83,2.89,77.4,Moderate
Delhi,2023-09-27,315.5,539.9,124.9,87.0,7.3,11.8,8.13,11.7,144.4,1.01,26.06,5.94,282.1,Very Poor
Mumbai,2023-09-27,202.0,52.7,167.2,16.7,200.5,11.8,7.11,15.3,178.2,4.51,6.39,0.43,126.5,Very Poor
Chennai,2023-09-27,339.0,301.6,30.1,80.0,44.7,40.2,9.89,64.8,64.0,19.84,4.5,6.35,406.0,Moderate
Kolkata,2023-09-27,144.0,117.0,145.0,8.9,53.9,10.9,0.95,8.6,148.8,1.59,4.27,8.68,83.8,Good
Bangalore,2023-09-27,135.2,309.7,100.0,26.1,190.3,8.6,3.74,95.2,5.6,14.82,26.2,6.93,194.5,Very Poor
Delhi,2023-09-28,341.0,547.3,69.9,71.8,184.9,46.5,9.06,49.0,26.7,17.14,29.34,2.83,9.5,Very Poor
Mumbai,2023-09-28,423.2,138.0,155.3,4.8,25.0,43.6,4.64,78.0,67.9,14.74,29.17,9.42,124.9,Moderate
Chennai,2023-09-28,447.8,119.7,135.4,125.6,124.9,21.7,8.62,62.1,127.5,18.46,18.65,2.63,88.0,Poor
Kolkata,2023-09-28,371.8,435.3,139.6,3.9,160.6,41.4,5.01,52.3,35.5,11.1,3.94,9.87,203.3,Moderate
Bangalore,2023-09-28,99.6,187.3,91.9,56.9,204.7,9.5,7.23,48.6,132.6,0.33,12.87,6.34,238.7,Moderate
Delhi,2023-09-29,70.8,582.4,70.7,149.7,122.6,18.2,9.04,59.5,75.6,7.43,8.0,9.89,166.5,Severe
Mumbai,2023-09-29,80.4,263.7,81.4,18.7,134.2,46.3,1.22,84.2,60.3,16.78,20.8,3.51,490.6,Good
Chennai,2023-09-29,210.4,299.8,74.5,139.2,162.5,47.9,7.11,31.8,80.0,10.85,24.74,4.35,178.7,Moderate
Kolkata,2023-09-29,102.0,531.7,109.4,77.5,136.6,32.9,8.71,86.7,126.4,0.32,29.26,4.71,481.4,Satisfactory
Bangalore,2023-09-29,267.1,45.2,15.9,56.5,27.5,6.4,5.76,77.8,115.7,2.2,17.48,5.08,379.9,Severe
Delhi,2023-09-30,424.4,48.3,97.0,147.9,190.6,4.4,1.92,88.6,151.7,5.05,15.93,1.65,199.7,Good
Mumbai,2023-09-30,385.9,208.7,145.8,42.4,241.2,45.5,0.98,47.6,40.1,11.45,0.25,7.07,62.3,Very Poor
Chennai,2023-09-30,220.9,411.1,89.8,132.1,187.9,41.8,4.49,73.9,82.9,1.52,3.95,0.62,176.0,Severe
Kolkata,2023-09-30,230.7,242.6,78.1,104.1,234.7,42.9,4.83,20.5,95.9,3.71,16.38,8.54,187.5,Poor
Bangalore,2023-09-30,101.5,271.3,140.3,105.2,48.4,34.4,6.57,10.3,2.0,11.32,9.85,6.71,268.9,Satisfactory
Delhi,2023-10-01,172.2,283.0,23.2,113.5,62.3,13.7,1.47,51.5,85.0,16.3,21.83,3.08,390.2,Moderate
Mumbai,2023-10-01,137.1,101.1,77.7,93.2,189.5,17.1,2.76,6.2,9.2,12.72,11.06,1.06,499.5,Good
Chennai,2023-10-01,411.0,452.2,187.8,52.7,169.2,18.9,8.26,66.8,56.3,10.78,22.18,6.36,35.5,Very Poor
Kolkata,2023-10-01,35.7,24.6,165.8,127.0,113.6,49.5,6.79,33.5,127.9,13.99,2.45,6.47,494.8,Severe
Bangalore,2023-10-01,225.2,307.1,143.8,15.4,138.2,30.3,9.06,8.3,29.5,1.72,18.84,3.93,152.1,Satisfactory
Delhi,2023-10-02,473.7,205.5,108.2,20.4,44.5,25.4,2.12,69.9,102.5,13.35,5.85,2.25,283.5,Good
Mumbai,2023-10-02,289.4,101.6,51.3,6.8,168.2,10.9,4.34,68.6,189.9,16.46,14.48,3.42,43.7,Very Poor
Chennai,2023-10-02,265.5,406.2,77.9,129.8,44.8,2.3,1.09,62.9,186.6,17.81,23.35,9.2,137.6,Poor
Kolkata,2023-10-02,3.3,182.4,196.9,43.8,183.1,19.8,1.26,5.8,162.6,13.89,2.53,9.1,196.3,Moderate
Bangalore,2023-10-02,393.9,196.9,117.6,102.4,187.6,19.4,6.31,66.8,109.6,6.46,14.68,5.44,478.0,Severe
Delhi,2023-10-03,198.0,382.8,145.4,76.1,151.4,2.5,5.38,42.8,132.1,10.6,27.37,3.4,241.0,Good
Mumbai,2023-10-03,205.8,481.5,64.8,62.1,206.5,28.3,5.58,30.7,31.4,7.87,29.58,4.19,466.4,Moderate
Chennai,2023-10-03,323.6,187.6,27.6,101.7,206.7,15.2,9.32,90.7,148.1,11.16,23.26,4.07,280.5,Good
Kolkata,2023-10-03,353.3,480.3,117.7,144.7,21.7,12.4,3.41,36.0,44.9,11.82,23.3,0.98,141.5,Good
Bangalore,2023-10-03,119.1,385.9,165.2,38.1,134.2,35.8,6.56,56.1,199.7,5.15,12.36,2.74,372.3,Severe
Delhi,2023-10-04,134.5,200.9,37.0,116.7,165.2,36.1,3.06,17.0,17.3,18.68,8.99,5.04,241.5,Severe
Mumbai,2023-10-04,173.3,584.9,61.5,123.2,139.9,39.6,0.42,68.7,183.0,17.9,8.75,9.64,163.2,Severe
Chennai,2023-10-04,398.3,577.4,175.4,82.7,117.0,21.3,9.86,28.5,3.2,5.51,2.16,6.04,192.7,Very Poor
Kolkata,2023-10-04,478.1,360.9,68.1,121.4,233.6,28.8,4.06,14.3,82.2,10.22,24.05,8.45,0.8,Good
Bangalore,2023-10-04,487.5,310.1,91.0,70.1,24.8,26.6,4.76,81.4,52.9,11.0,20.38,4.89,430.6,Moderate
Delhi,2023-10-05,91.9,325.1,27.8,145.3,36.3,19.4,9.37,35.9,197.7,12.62,13.95,1.29,65.6,Good
Mumbai,2023-10-05,121.3,151.2,182.1,135.1,209.7,33.1,1.41,73.2,140.2,10.36,11.92,1.28,309.9,Good
Chennai,2023-10-05,498.7,521.8,56.2,106.6,240.0,10.1,8.54,2.8,90.7,18.8,0.41,6.35,277.5,Satisfactory
Kolkata,2023-10-05,18.4,217.4,154.2,33.6,188.7,44.3,5.44,49.4,165.6,10.93,4.74,2.67,420.7,Moderate
Bangalore,2023-10-05,408.6,319.0,17.0,135.2,24.3,20.3,6.08,98.3,1.5,2.13,17.14,4.21,321.1,Severe
Delhi,2023-10-06,464.3,274.5,31.1,93.2,241.6,19.7,0.67,40.0,197.5,1.88,14.42,5.73,188.4,Moderate
Mumbai,2023-10-06,386.7,434.1,122.8,57.9,132.2,29.9,5.27,21.4,68.4,11.83,23.7,8.28,231.0,Moderate
Chennai,2023-10-06,297.8,565.5,69.3,25.5,181.1,39.0,4.48,92.5,71.8,15.81,9.52,2.0,267.4,Very Poor
Kolkata,2023-10-06,23.5,322.5,175.5,14.2,148.1,5.9,7.06,24.6,117.1,1.62,10.64,6.1,112.5,Moderate
Bangalore,2023-10-06,381.1,394.0,172.4,93.0,9.4,36.1,3.43,12.9,196.6,12.14,0.76,0.97,335.1,Very Poor
Delhi,2023-10-07,198.7,210.4,4.4,81.9,122.8,12.5,1.64,7.8,47.0,16.35,22.27,0.05,74.1,Moderate
Mumbai,2023-10-07,213.8,258.1,195.1,80.2,57.3,8.2,2.74,92.1,176.3,17.25,26.2,1.07,215.8,Severe
Chennai,2023-10-07,423.5,19.9,80.1,25.7,67.1,1.8,5.4,55.8,130.9,17.09,24.93,9.18,330.8,Poor
Kolkata,2023-10-07,357.7,464.7,138.9,48.9,190.0,20.0,3.75,81.8,99.5,8.51,22.55,2.85,307.3,Severe
Bangalore,2023-10-07,64.9,328.7,166.8,106.6,199.9,19.2,3.23,33.0,147.8,8.25,17.15,0.17,63.6,Satisfactory
Delhi,2023-10-08,496.4,126.1,10.4,127.3,122.5,32.8,4.95,70.9,169.1,18.71,27.89,5.14,472.8,Satisfactory
Mumbai,2023-10-08,58.7,224.6,27.3,126.9,149.8,26.5,0.09,9.6,20.2,13.71,1.51,4.26,158.5,Good
Chennai,2023-10-08,338.1,142.0,52.9,144.3,110.5,27.4,4.01,32.9,159.3,7.43,13.11,0.45,149.0,Satisfactory
Kolkata,2023-10-08,431.2,110.3,111.8,144.3,75.3,27.2,8.93,14.7,121.0,13.36,7.49,2.49,380.2,Very Poor
Bangalore,2023-10-08,495.6,405.9,54.8,130.9,90.7,31.4,5.97,42.4,45.9,17.4,8.49,7.17,366.6,Severe
Delhi,2023-10-09,246.9,24.5,166.9,24.0,246.5,37.1,1.41,66.9,9.8,12.54,3.39,1.16,315.5,Good
Mumbai,2023-10-09,59.7,446.6,109.9,129.8,200.1,32.5,8.98,23.6,149.9,14.84,28.56,8.73,414.7,Very Poor
Chennai,2023-10-09,275.9,302.8,73.5,116.4,178.7,42.7,4.25,21.7,37.7,2.75,20.61,5.9,417.5,Poor
Kolkata,2023-10-09,298.5,323.7,22.1,88.3,158.8,24.1,1.53,22.1,36.6,10.65,20.85,4.13,443.1,Poor
Bangalore,2023-10-09,256.3,581.5,76.9,27.6,124.7,38.7,3.59,28.8,127.6,6.35,19.52,1.66,129.5,Very Poor
Delhi,2023-10-10,366.2,262.3,177.6,4.3,93.0,47.2,9.29,67.2,137.9,8.8,28.05,8.32,264.9,Satisfactory
Mumbai,2023-10-10,225.8,445.6,194.4,121.0,41.1,16.3,2.89,39.4,66.5,4.89,16.91,8.15,341.2,Very Poor
Chennai,2023-10-10,69.0,568.1,113.4,42.1,93.6,0.4,1.96,63.2,46.7,18.21,28.64,5.78,20.2,Severe
Kolkata,2023-10-10,28.4,211.3,134.3,145.5,104.0,1.5,4.04,80.4,141.0,8.35,12.7,1.76,458.1,Severe
Bangalore,2023-10-10,470.5,547.1,174.7,11.6,15.7,1.5,0.61,57.1,32.9,6.35,3.94,9.15,364.0,Moderate
Delhi,2023-10-11,274.1,411.6,106.1,136.3,107.7,1.1,3.43,12.8,54.4,4.08,8.6,1.65,413.6,Severe
Mumbai,2023-10-11,344.2,240.1,21.0,82.4,2.2,41.3,4.92,64.3,104.1,13.25,19.83,3.69,240.3,Severe
Chennai,2023-10-11,278.8,189.3,34.4,0.4,221.6,26.7,7.77,41.9,107.3,18.6,5.5,9.99,71.9,Poor
Kolkata,2023-10-11,387.1,579.5,192.0,127.3,21.7,6.5,2.07,67.4,167.0,17.03,26.6,0.46,24.0,Very Poor
Bangalore,2023-10-11,17.4,75.3,153.0,3.0,138.3,34.8,5.95,64.8,3.8,3.37,28.5,4.7,53.6,Satisfactory
Delhi,2023-10-12,415.4,448.7,23.9,54.3,238.5,10.6,1.53,32.9,121.3,15.08,29.14,1.43,445.7,Satisfactory
Mumbai,2023-10-12,274.9,582.8,29.9,135.3,233.5,18.4,0.04,88.9,113.7,8.95,23.2,2.12,332.2,Poor
Chennai,2023-10-12,99.1,313.9,109.7,80.6,48.8,18.1,3.71,1.8,90.9,8.25,13.29,3.55,320.9,Satisfactory
Kolkata,2023-10-12,32.9,119.4,66.2,60.1,158.5,18.2,4.94,41.5,14.7,10.36,9.03,0.31,374.7,Satisfactory
Bangalore,2023-10-12,32.3,594.0,135.7,84.9,55.4,39.2,0.66,81.8,125.7,4.02,24.77,1.59,252.9,Moderate
Delhi,2023-10-13,7.9,211.2,147.2,136.7,196.1,28.0,3.59,63.7,165.4,17.46,10.42,0.11,48.6,Good
Mumbai,2023-10-13,365.6,236.1,140.7,144.7,82.9,5.1,6.1,16.7,186.2,12.89,16.34,0.93,454.2,Satisfactory
Chennai,2023-10-13,269.6,415.9,190.8,65.0,234.8,27.5,1.99,19.5,55.6,0.91,24.63,4.85,367.3,Severe
Kolkata,2023-10-13,487.4,463.3,82.5,65.3,73.2,14.5,6.45,89.6,83.8,6.81,14.49,1.27,449.5,Very Poor
Bangalore,2023-10-13,331.7,94.4,172.6,97.1,222.8,32.1,2.3,77.7,197.9,15.43,13.71,1.34,393.0,Good
Delhi,2023-10-14,317.0,388.9,139.9,128.6,149.1,39.0,9.48,21.8,132.3,16.68,14.28,7.27,474.2,Poor
Mumbai,2023-10-14,355.0,172.1,131.0,127.4,27.7,31.1,2.27,95.5,39.5,14.01,3.21,9.04,398.5,Moderate
Chennai,2023-10-14,398.1,317.6,45.4,43.7,158.4,41.7,0.91,9.2,83.1,3.11,7.96,2.95,293.0,Very Poor
Kolkata,2023-10-14,361.2,445.5,5.2,85.2,78.3,17.4,0.39,99.9,41.7,19.51,0.48,5.23,302.5,Very Poor
Bangalore,2023-10-14,363.8,229.0,70.2,87.0,228.2,40.5,2.33,17.4,103.2,16.18,6.85,8.76,79.8,Very Poor
Delhi,2023-10-15,133.9,188.0,77.2,127.4,93.4,3.3,9.09,57.5,56.7,18.69,12.08,0.64,206.3,Very Poor
Mumbai,2023-10-15,207.6,477.8,111.9,89.9,88.0,5.1,1.86,51.9,85.5,5.69,24.14,6.9,387.2,Satisfactory
Chennai,2023-10-15,36.0,379.2,153.4,34.7,189.5,37.9,4.48,7.0,72.1,17.12,15.18,4.79,347.3,Good
Kolkata,2023-10-15,110.8,202.9,137.2,72.1,136.9,6.4,8.93,90.4,102.1,14.95,2.35,9.68,96.5,Poor
Bangalore,2023-10-15,25.1,334.7,45.9,112.4,141.7,5.0,4.59,26.7,161.5,16.74,7.41,6.46,132.0,Severe
Delhi,2023-10-16,497.9,544.9,50.9,147.6,117.6,15.0,6.56,74.8,181.4,3.38,10.62,2.21,329.6,Severe
Mumbai,2023-10-16,305.8,475.1,151.0,4.3,20.2,46.7,5.24,36.6,131.3,9.31,11.52,2.77,392.7,Very Poor
Chennai,2023-10-16,454.2,31.8,157.0,16.8,170.4,28.7,0.02,28.4,44.7,8.37,2.69,8.73,357.8,Very Poor
Kolkata,2023-10-16,286.4,411.3,164.0,91.0,28.9,48.4,3.09,36.4,32.2,13.76,26.0,6.09,215.0,Severe
Bangalore,2023-10-16,140.4,582.1,121.0,1.7,241.2,11.0,6.65,80.9,123.5,0.91,5.29,9.72,54.1,Severe
Delhi,2023-10-17,367.4,142.4,194.3,114.7,40.7,3.2,1.65,31.9,24.8,17.75,17.28,3.37,216.8,Very Poor
Mumbai,2023-10-17,23.1,241.2,97.3,0.7,146.9,9.8,4.57,50.3,186.0,7.16,14.18,8.39,315.7,Severe
Chennai,2023-10-17,402.9,366.4,68.2,90.7,169.6,18.7,5.12,13.8,163.8,18.58,13.17,0.26,317.6,Very Poor
Kolkata,2023-10-17,475.9,380.0,48.1,77.7,235.7,48.4,5.97,70.9,51.7,17.98,1.09,0.58,356.8,Very Poor
Bangalore,2023-10-17,168.8,464.6,80.5,112.1,45.1,39.3,4.2,96.1,153.1,12.68,12.83,7.45,95.4,Poor
Delhi,2023-10-18,205.7,492.9,126.9,72.0,137.2,48.1,0.83,0.3,82.3,15.28,2.28,8.56,258.9,Poor
Mumbai,2023-10-18,495.4,560.8,87.2,40.8,49.8,19.5,0.88,91.1,88.2,11.68,1.9,1.28,195.2,Good
Chennai,2023-10-18,470.2,177.0,67.6,137.8,133.1,49.6,9.69,31.3,127.0,4.64,11.75,3.75,160.0,Very Poor
Kolkata,2023-10-18,110.5,413.2,181.2,4.4,185.1,30.4,4.54,90.7,118.9,18.8,16.5,3.55,101.3,Good
Bangalore,2023-10-18,491.5,535.8,166.9,141.6,24.3,42.6,9.72,36.5,115.7,11.94,4.95,0.29,353.8,Satisfactory
Delhi,2023-10-19,358.8,46.9,120.1,46.2,165.9,8.5,9.97,54.4,41.4,16.77,20.78,6.14,225.1,Good
Mumbai,2023-10-19,286.3,499.8,195.2,77.3,169.4,20.1,4.53,27.6,84.2,15.56,0.88,8.07,327.9,Good
Chennai,2023-10-19,468.3,512.6,94.9,21.9,111.2,4.2,7.16,16.0,142.6,6.42,15.65,7.56,203.5,Poor
Kolkata,2023-10-19,440.5,363.3,67.7,68.8,247.2,4.6,8.07,68.5,23.2,15.71,8.06,7.12,476.6,Poor
Bangalore,2023-10-19,20.3,168.9,121.9,123.2,198.6,35.1,7.09,56.4,53.6,5.67,13.56,8.13,160.4,Severe
Delhi,2023-10-20,79.4,360.9,59.3,109.3,222.1,48.0,8.65,33.1,90.3,2.83,4.19,6.8,172.5,Moderate
Mumbai,2023-10-20,237.6,161.6,19.8,73.2,150.9,22.0,3.52,68.0,33.1,1.38,15.29,8.52,319.9,Poor
Chennai,2023-10-20,387.6,437.4,193.1,132.3,173.4,37.5,3.47,67.7,26.4,5.21,2.9,2.34,152.5,Very Poor
Kolkata,2023-10-20,485.8,573.6,78.4,11.0,242.7,1.0,7.14,90.5,92.9,10.34,13.59,0.07,66.9,Satisfactory
Bangalore,2023-10-20,382.9,423.6,105.2,42.5,157.9,5.2,1.74,36.5,67.6,13.27,28.42,3.07,86.3,Very Poor
Delhi,2023-10-21,110.4,331.9,71.2,30.2,127.9,11.9,4.66,36.5,137.2,18.78,27.0,4.9,97.2,Very Poor
Mumbai,2023-10-21,192.3,546.0,99.6,84.8,210.4,25.0,0.83,97.7,96.5,12.15,16.12,2.81,368.3,Satisfactory
Chennai,2023-10-21,330.8,399.3,33.5,70.4,90.2,29.0,0.26,72.7,55.3,12.43,4.64,1.23,89.5,Moderate
Kolkata,2023-10-21,365.1,139.9,151.3,71.1,197.5,11.7,5.82,20.1,174.8,2.05,28.86,3.23,471.3,Satisfactory
Bangalore,2023-10-21,78.0,241.6,120.1,38.4,96.8,4.2,6.21,3.0,174.2,2.73,21.94,9.82,282.2,Very Poor
Delhi,2023-10-22,173.0,216.6,77.3,90.0,140.5,14.6,9.45,0.3,116.9,14.74,24.78,4.46,453.9,Poor
Mumbai,2023-10-22,426.7,63.3,32.0,51.5,5.0,3.1,9.64,47.6,196.1,5.21,14.55,0.02,167.6,Moderate
Chennai,2023-10-22,330.8,314.3,78.0,90.5,154.7,2.8,5.57,58.9,14.1,13.47,5.23,8.76,53.4,Poor
Kolkata,2023-10-22,47.7,260.4,151.2,27.0,19.8,29.8,2.33,97.4,77.2,9.8,19.17,7.14,184.6,Poor
Bangalore,2023-10-22,218.1,124.4,168.7,37.4,195.5,7.6,8.8,8.3,13.7,12.85,29.2,0.63,187.6,Good
Delhi,2023-10-23,340.2,449.4,150.5,46.7,69.5,7.5,3.54,27.4,61.2,14.03,6.05,1.28,364.2,Satisfactory
Mumbai,2023-10-23,26.1,65.6,94.8,47.6,176.0,1.4,3.2,36.0,87.1,10.69,24.77,6.25,300.4,Very Poor
Chennai,2023-10-23,134.8,219.0,27.9,8.7,214.3,4.2,7.13,53.9,136.3,0.87,6.55,7.54,310.5,Poor
Kolkata,2023-10-23,416.2,383.8,102.0,90.8,97.4,10.8,6.82,55.4,191.8,12.61,7.85,1.02,229.9,Satisfactory
Bangalore,2023-10-23,269.0,341.2,177.9,148.4,79.3,15.2,6.27,61.0,60.9,5.75,12.15,5.84,403.8,Very Poor
Delhi,2023-10-24,140.6,201.1,188.0,22.4,123.2,27.0,8.71,76.2,92.7,19.76,29.15,6.88,369.4,Satisfactory
Mumbai,2023-10-24,360.8,392.2,80.7,6.1,59.4,24.4,3.82,92.9,151.6,2.26,23.93,7.46,305.6,Poor
Chennai,2023-10-24,449.4,552.2,136.4,122.9,164.6,16.5,6.52,35.0,165.2,10.1,1.12,3.28,222.6,Satisfactory
Kolkata,2023-10-24,370.3,391.9,198.3,6.0,159.0,49.8,4.59,69.3,69.1,19.53,28.96,0.81,484.1,Very Poor
Bangalore,2023-10-24,81.9,574.0,165.4,22.5,16.4,22.4,5.0,99.9,151.4,7.07,15.54,1.32,196.5,Good
Delhi,2023-10-25,186.3,394.4,32.3,5.0,17.2,45.8,4.2,95.8,27.2,15.67,7.55,5.92,225.8,Moderate
Mumbai,2023-10-25,266.7,469.1,89.9,54.1,130.8,2.6,1.33,72.0,87.0,13.15,4.11,6.22,257.5,Good
Chennai,2023-10-25,451.5,77.5,36.9,5.4,137.7,10.5,3.19,15.9,22.4,3.8,6.44,9.51,179.3,Severe
Kolkata,2023-10-25,114.2,80.6,9.9,59.1,85.9,12.9,3.82,83.9,130.5,18.52,28.55,4.92,355.6,Moderate
Bangalore,2023-10-25,277.8,288.2,193.7,5.6,42.9,12.7,8.27,1.3,28.9,4.81,12.51,1.13,41.2,Severe
Delhi,2023-10-26,107.7,554.0,35.6,71.1,97.3,7.9,6.94,35.0,28.5,12.48,29.62,9.13,357.5,Satisfactory
Mumbai,2023-10-26,147.0,150.7,108.6,122.8,177.3,23.6,7.58,58.8,48.9,17.0,18.52,0.88,489.6,Moderate
Chennai,2023-10-26,313.5,553.0,120.5,75.9,163.0,44.1,0.33,62.3,151.7,5.02,15.37,5.08,404.1,Poor
Kolkata,2023-10-26,295.2,187.0,7.4,140.4,160.9,1.2,7.72,50.9,191.3,17.13,16.27,6.02,469.7,Poor
Bangalore,2023-10-26,306.6,41.3,185.2,5.6,232.7,27.0,3.57,95.1,4.1,5.35,3.46,2.74,222.0,Severe
Delhi,2023-10-27,62.3,368.7,95.6,114.7,60.1,29.8,0.14,74.3,167.7,18.97,1.15,9.1,444.2,Good
Mumbai,2023-10-27,327.0,403.5,125.6,141.7,142.2,38.7,5.59,59.4,134.5,17.4,9.53,0.29,48.4,Poor
Chennai,2023-10-27,264.9,549.8,119.2,87.5,214.9,17.8,6.08,90.0,184.1,6.79,11.51,4.21,486.0,Poor
Kolkata,2023-10-27,343.0,395.5,115.7,25.0,117.6,34.8,0.21,12.8,13.0,12.27,14.74,2.55,35.8,Poor
Bangalore,2023-10-27,491.4,511.5,111.5,114.3,126.6,26.0,0.55,63.8,71.5,13.15,13.98,7.64,402.1,Satisfactory
Delhi,2023-10-28,388.5,50.3,117.0,50.8,119.5,8.1,2.87,40.8,127.9,19.65,11.87,9.97,137.4,Moderate
Mumbai,2023-10-28,127.6,483.8,28.7,57.9,1.1,43.4,8.23,57.7,190.6,9.36,22.05,1.17,176.4,Severe
Chennai,2023-10-28,14.7,394.9,180.6,116.5,170.0,27.9,8.45,41.2,84.7,3.75,1.49,0.06,177.5,Moderate
Kolkata,2023-10-28,284.2,407.0,121.7,31.9,58.0,12.7,5.73,66.8,62.1,15.37,2.16,4.55,384.5,Good
Bangalore,2023-10-28,219.2,406.9,62.0,149.2,196.3,7.0,7.98,40.8,58.3,5.15,25.21,6.18,58.5,Very Poor
Delhi,2023-10-29,293.3,582.4,180.4,119.0,87.5,10.2,3.07,51.1,168.7,17.47,4.24,8.37,328.4,Moderate
Mumbai,2023-10-29,75.0,588.6,141.5,133.8,6.8,49.0,4.54,83.3,101.0,8.87,10.87,4.6,17.3,Severe
Chennai,2023-10-29,60.3,343.1,132.4,6.1,84.6,3.9,3.51,72.8,52.7,18.58,23.3,6.91,330.5,Very Poor
Kolkata,2023-10-29,93.6,161.7,33.9,5.9,58.2,49.6,4.39,46.8,46.9,18.09,6.15,9.44,124.7,Poor
Bangalore,2023-10-29,169.7,2.5,47.0,144.8,19.2,10.3,7.51,26.7,6.4,13.64,12.86,7.67,456.8,Severe
Delhi,2023-10-30,291.6,281.6,81.7,12.4,80.7,30.2,5.33,28.6,111.5,16.67,25.11,1.64,441.5,Severe
Mumbai,2023-10-30,317.2,534.0,189.4,123.2,230.8,13.7,3.41,11.4,32.4,8.03,18.04,3.61,102.4,Poor
Chennai,2023-10-30,433.2,399.3,177.0,71.5,29.9,32.4,8.62,47.4,157.3,8.2,0.22,8.63,90.6,Poor
Kolkata,2023-10-30,152.5,508.0,12.1,11.8,90.5,39.3,5.06,93.3,165.8,10.92,11.99,3.89,116.4,Severe
Bangalore,2023-10-30,295.4,458.7,141.1,140.4,160.0,22.0,7.38,15.0,61.9,12.9,6.7,5.15,116.2,Moderate
Delhi,2023-10-31,42.3,176.9,120.8,64.4,110.9,15.4,5.69,54.6,13.6,17.63,23.46,4.13,360.6,Good
Mumbai,2023-10-31,349.6,459.6,77.8,12.1,112.1,31.2,5.68,73.0,132.2,4.14,29.71,3.37,145.3,Satisfactory
Chennai,2023-10-31,306.5,21.0,159.1,2.6,132.1,11.2,4.8,62.2,10.7,5.32,24.77,4.94,435.3,Moderate
Kolkata,2023-10-31,351.9,169.4,46.0,62.4,64.4,19.1,0.76,80.1,136.1,17.77,19.79,8.54,459.0,Satisfactory
Bangalore,2023-10-31,399.0,321.8,145.0,24.4,66.7,28.7,4.62,77.9,157.8,15.1,25.84,3.56,36.0,Poor
Delhi,2023-11-01,480.6,337.3,157.5,78.5,1.9,36.8,2.47,47.7,62.4,12.75,29.36,8.19,165.6,Satisfactory
Mumbai,2023-11-01,19.2,362.3,42.1,104.3,12.2,46.9,7.65,95.1,100.5,0.47,2.36,7.27,255.1,Moderate
Chennai,2023-11-01,322.2,367.7,58.8,148.2,37.5,7.8,7.5,17.3,67.7,17.17,20.93,6.77,282.7,Satisfactory
Kolkata,2023-11-01,387.7,241.4,130.0,60.5,148.8,2.1,6.91,40.9,73.7,12.79,6.88,1.48,103.4,Good
Bangalore,2023-11-01,496.5,211.4,48.1,90.1,229.1,35.4,3.74,77.5,108.9,4.94,11.92,2.31,227.7,Good
Delhi,2023-11-02,435.5,465.5,85.3,14.1,166.6,34.3,6.67,42.5,139.5,8.83,5.09,6.77,493.4,Severe
Mumbai,2023-11-02,92.4,405.9,80.1,18.3,214.0,6.9,0.42,5.4,28.1,17.07,13.93,5.75,153.8,Poor
Chennai,2023-11-02,293.0,219.5,96.2,21.7,171.4,42.8,7.89,59.2,145.6,5.06,18.37,3.1,118.3,Severe
Kolkata,2023-11-02,451.6,306.3,65.4,142.0,49.0,33.8,4.25,30.6,142.4,7.83,27.44,7.01,376.9,Satisfactory
Bangalore,2023-11-02,346.6,28.9,95.6,123.3,124.0,14.7,7.2,50.3,137.5,11.85,24.88,0.64,299.8,Moderate
Delhi,2023-11-03,415.1,301.3,156.2,55.8,204.2,46.6,4.21,84.7,162.2,12.76,4.44,4.8,87.4,Satisfactory
Mumbai,2023-11-03,272.0,150.6,147.7,19.6,72.5,7.9,3.8,7.8,182.9,6.36,7.67,5.67,337.0,Severe
Chennai,2023-11-03,344.2,14.0,26.6,114.8,123.1,45.8,0.42,57.9,32.1,7.49,6.11,3.7,292.3,Very Poor
Kolkata,2023-11-03,29.0,466.5,156.1,67.2,62.0,33.1,0.08,22.9,51.7,19.72,18.92,3.22,227.6,Good
Bangalore,2023-11-03,368.1,574.7,56.2,77.1,87.3,21.9,5.41,43.5,65.0,19.22,29.63,3.85,451.5,Moderate
